File Name,Category,Corr_Horizontal_R_baseline,Corr_Horizontal_G_baseline,Corr_Horizontal_B_baseline,Corr_Horizontal_baseline,Corr_Horizontal_R_optimized,Corr_Horizontal_G_optimized,Corr_Horizontal_B_optimized,Corr_Horizontal_optimized,selisih_horizontal,Corr_Vertical_R_baseline,Corr_Vertical_G_baseline,Corr_Vertical_B_baseline,Corr_Vertical_baseline,Corr_Vertical_R_optimized,Corr_Vertical_G_optimized,Corr_Vertical_B_optimized,Corr_Vertical_optimized,selisih_vertical,Corr_Diagonal_R_baseline,Corr_Diagonal_G_baseline,Corr_Diagonal_B_baseline,Corr_Diagonal_baseline,Corr_Diagonal_R_optimized,Corr_Diagonal_G_optimized,Corr_Diagonal_B_optimized,Corr_Diagonal_optimized,selisih_diagonal
I40_19_05.png,low,0.00315,0.00167,-0.00039,0.00148,-0.00163,-0.00153,0.00105,-0.0007,0.00218,-0.00109,0.00313,-0.00203,0.0,0.00055,0.00098,-8e-05,0.00048,0.00048,0.00332,0.00049,-0.00021,0.0012,-0.00031,0.00015,-0.00029,-0.00015,0.0013499999999999999
I41_02_05.png,low,0.00165,0.00068,0.00138,0.00124,-0.00022,0.00097,-0.00063,4e-05,0.0012,-0.00355,-0.00148,0.00261,-0.00081,-0.00152,0.00138,8e-05,-2e-05,0.0007899999999999999,0.00052,-0.00093,0.00211,0.00057,0.00096,-3e-05,-9e-05,0.00028,0.00029
I41_16_04.png,low,-0.00129,0.00271,-0.00216,-0.00025,-5e-05,-0.00059,3e-05,-0.0002,4.9999999999999996e-05,-0.0018,-0.00201,0.00094,-0.00096,-0.00094,0.00155,-0.00115,-0.00018,0.00078,0.00454,0.00299,-0.0011,0.00214,0.00043,0.00058,-0.00152,-0.00017,0.00231
I44_03_05.png,low,0.0022,0.00272,-0.00013,0.0016,-0.00073,-0.0001,0.00078,-2e-05,0.0016200000000000001,-0.00119,-0.00234,0.00331,-7e-05,9e-05,0.00079,-0.00139,-0.00017,0.00010000000000000002,0.00357,0.00286,0.00063,0.00235,0.00263,0.00079,0.00022,0.00121,0.0011400000000000002
I44_15_03.png,low,0.00106,0.00261,0.0001,0.00125,-0.00177,0.00105,-0.00024,-0.00032,0.00157,0.00296,-0.0006,0.00197,0.00144,0.00107,0.00026,0.00024,0.00052,0.0009200000000000001,-0.00125,0.00166,0.00213,0.00085,-0.00088,-0.00069,0.00017,-0.00047,0.00132
I48_23_04.png,low,0.00428,0.00268,0.00016,0.00237,0.00133,-0.00021,-0.00221,-0.00036,0.0027300000000000002,-0.00141,-0.0021,0.00121,-0.00077,-0.0,-4e-05,1e-05,-1e-05,0.0007599999999999999,-0.00166,0.00024,0.00091,-0.00017,-0.00025,-0.00116,-0.0007,-0.00071,0.00054
I50_07_03.png,low,0.00056,0.00016,-0.0023,-0.00053,0.00014,0.00018,-0.0007,-0.00013,0.00039999999999999996,-0.00053,0.00238,-0.00389,-0.00068,-0.00022,-0.00053,1e-05,-0.00025,0.00043000000000000004,-0.00033,-0.00117,0.00312,0.00054,0.00055,-0.00036,0.00203,0.00074,0.00019999999999999998
I56_16_05.png,low,0.00251,-0.0048,0.00121,-0.00036,-0.00105,-0.00082,-0.00094,-0.00094,0.00058,-0.00127,0.00565,-0.00201,0.00079,-0.00155,-0.00078,0.00014,-0.00073,0.00152,0.00225,0.00186,-0.0022,0.00064,0.00021,0.00041,-0.00019,0.00014,0.0005
I61_02_04.png,low,0.00046,0.0019,0.00149,0.00128,0.00021,0.00195,1e-05,0.00072,0.0005600000000000001,-0.00156,-0.00234,-0.00315,-0.00235,-0.00037,0.00052,0.0005,0.00022,0.0025700000000000002,0.00043,-0.00386,0.00047,-0.00099,0.00021,0.00078,0.00016,0.00038,0.0013700000000000001
I66_10_04.png,low,0.0027,0.00352,0.00295,0.00305,0.0007,0.00123,0.00097,0.00096,0.0020900000000000003,-0.00328,0.00188,-0.00376,-0.00172,-0.00023,-0.00066,-0.00019,-0.00036,0.0013599999999999999,-0.00193,-0.00203,-0.00348,-0.00248,-0.00072,-0.00132,0.00028,-0.00059,0.00189
I73_10_05.png,low,-0.00058,-0.00243,0.0037,0.00023,-0.00025,-0.00257,-0.00115,-0.00133,0.00156,-0.00131,-0.00142,-0.00028,-0.001,-0.00049,0.00058,-0.00055,-0.00015,0.0008500000000000001,-0.0,0.00155,0.00212,0.00122,-0.00035,-0.00022,-0.00078,-0.00045,0.00167
I74_04_04.png,low,0.00359,-0.00049,-0.00089,0.00074,-0.0002,-0.00064,0.00015,-0.00023,0.0009699999999999999,0.00172,0.00178,0.00072,0.00141,-2e-05,-0.00258,0.00011,-0.00083,0.00224,-0.00173,0.00185,-0.00115,-0.00034,-8e-05,-0.00095,0.00077,-9e-05,0.00025
I75_14_05.png,low,-0.00211,-0.00092,0.00118,-0.00061,0.00048,-6e-05,-0.00088,-0.00015,0.00046,0.00052,0.00163,0.00232,0.00149,-0.00029,0.00033,-0.00068,-0.00021,0.0017000000000000001,-0.00535,-0.00107,-0.00118,-0.00253,-0.00128,0.00046,-0.00225,-0.00102,0.00151
I76_24_02.png,low,0.00093,0.00139,-0.00345,-0.00037,0.00075,-0.00033,-0.00058,-6e-05,0.00031,0.00031,0.00124,0.00308,0.00154,0.00178,3e-05,0.0003,0.00071,0.0008299999999999999,-0.0011,0.00113,-0.00168,-0.00055,-0.00086,-0.00061,-2e-05,-0.0005,5.000000000000002e-05
I77_02_03.png,low,-0.0006,-0.00012,-0.00023,-0.00032,-0.00179,0.00111,-0.00091,-0.00053,0.00020999999999999995,-0.00048,0.00154,-0.00074,0.00011,-0.00059,0.00048,-0.00021,-0.0001,0.00021,-0.00125,-0.00141,0.00054,-0.00071,0.00064,-0.00052,0.00011,8e-05,0.00079
I79_01_05.png,low,-0.00135,-0.00385,-0.00254,-0.00258,0.00087,-0.00107,-0.00079,-0.00033,0.00225,0.00296,-0.00126,0.00557,0.00242,0.00034,-0.00096,-0.00064,-0.00042,0.0028399999999999996,0.0053,-0.00183,0.00175,0.00174,0.00014,-9e-05,0.00125,0.00043,0.00131
