File Name,Category,Entropy_R,Corr_Horizontal_R,Corr_Vertical_R,Corr_Diagonal_R,NPCR_R (%),UACI_R (%),Entropy_G,Corr_Horizontal_G,Corr_Vertical_G,Corr_Diagonal_G,NPCR_G (%),UACI_G (%),Entropy_B,Corr_Horizontal_B,Corr_Vertical_B,Corr_Diagonal_B,NPCR_B (%),UACI_B (%),Entropy,Corr_Horizontal,Corr_Vertical,Corr_Diagonal,NPCR (%),UACI (%),MSE_Dec,PSNR_Dec,Enc_Time (s),Dec_Time (s),Lossless
I48_23_04.png,low,7.99905,0.00428,-0.00141,-0.00166,99.10227,33.49924,7.99881,0.00268,-0.0021,0.00024,99.12771,33.53588,7.99911,0.00016,0.00121,0.00091,99.13025,33.43072,7.99899,0.00237,-0.00077,-0.00017,99.12008,33.48861,0.0,inf,0.4275,0.4403,True
I50_07_03.png,low,7.99911,0.00056,-0.00053,-0.00033,99.08905,33.50347,7.99912,0.00016,0.00238,-0.00117,99.08752,33.53867,7.99905,-0.0023,-0.00389,0.00312,99.0626,33.44914,7.99909,-0.00053,-0.00068,0.00054,99.07973,33.49709,0.0,inf,0.4296,0.4334,True
I56_16_05.png,low,7.99901,0.00251,-0.00127,0.00225,99.23452,33.58539,7.99901,-0.0048,0.00565,0.00186,99.28691,33.45972,7.99895,0.00121,-0.00201,-0.0022,99.24418,33.48849,7.99899,-0.00036,0.00079,0.00064,99.2552,33.5112,0.0,inf,0.4272,0.4319,True
I61_02_04.png,low,7.99902,0.00046,-0.00156,0.00043,99.13177,33.44763,7.99926,0.0019,-0.00234,-0.00386,99.1155,33.43838,7.99911,0.00149,-0.00315,0.00047,99.02547,33.40976,7.99913,0.00128,-0.00235,-0.00099,99.09092,33.43192,0.0,inf,0.4464,0.4348,True
I66_10_04.png,low,7.99919,0.0027,-0.00328,-0.00193,99.38761,33.51912,7.99912,0.00352,0.00188,-0.00203,99.37337,33.48622,7.9991,0.00295,-0.00376,-0.00348,99.39321,33.36502,7.99914,0.00305,-0.00172,-0.00248,99.38473,33.45679,0.0,inf,0.4334,0.4297,True
I73_10_05.png,low,7.99908,-0.00058,-0.00131,-0.0,99.47205,33.40614,7.99895,-0.00243,-0.00142,0.00155,99.4578,33.55358,7.9991,0.0037,-0.00028,0.00212,99.46086,33.33724,7.99904,0.00023,-0.001,0.00122,99.46357,33.43232,0.0,inf,0.4348,0.4514,True
I74_04_04.png,low,7.99903,0.00359,0.00172,-0.00173,99.25486,33.45276,7.99904,-0.00049,0.00178,0.00185,99.26198,33.50125,7.99913,-0.00089,0.00072,-0.00115,99.25283,33.4872,7.99907,0.00074,0.00141,-0.00034,99.25656,33.4804,0.0,inf,0.4553,0.4448,True
I75_14_05.png,low,7.99894,-0.00211,0.00052,-0.00535,98.85661,33.46525,7.99895,-0.00092,0.00163,-0.00107,98.85915,33.41355,7.99915,0.00118,0.00232,-0.00118,98.88611,33.42147,7.99901,-0.00061,0.00149,-0.00253,98.86729,33.43342,0.0,inf,0.4348,0.4327,True
I76_24_02.png,low,7.99913,0.00093,0.00031,-0.0011,99.46645,33.48688,7.99895,0.00139,0.00124,0.00113,99.44051,33.41941,7.99893,-0.00345,0.00308,-0.00168,99.47815,33.47752,7.999,-0.00037,0.00154,-0.00055,99.4617,33.46127,0.0,inf,0.4236,0.4334,True
I77_02_03.png,low,7.99892,-0.0006,-0.00048,-0.00125,99.24723,33.58024,7.99903,-0.00012,0.00154,-0.00141,99.20959,33.43555,7.99917,-0.00023,-0.00074,0.00054,99.2335,33.48889,7.99904,-0.00032,0.00011,-0.00071,99.23011,33.50156,0.0,inf,0.4266,0.4281,True
I79_01_05.png,low,7.99903,-0.00135,0.00296,0.0053,99.49951,33.47381,7.99921,-0.00385,-0.00126,-0.00183,99.50104,33.36352,7.99915,-0.00254,0.00557,0.00175,99.4695,33.44263,7.99913,-0.00258,0.00242,0.00174,99.49002,33.42665,0.0,inf,0.428,0.4437,True
