File Name,Category,Best_Fitness,Opt_r_min,Opt_eps,Opt_T0,Opt_Q,Entropy_R,Corr_Horizontal_R,Corr_Vertical_R,Corr_Diagonal_R,NPCR_R (%),UACI_R (%),Entropy_G,Corr_Horizontal_G,Corr_Vertical_G,Corr_Diagonal_G,NPCR_G (%),UACI_G (%),Entropy_B,Corr_Horizontal_B,Corr_Vertical_B,Corr_Diagonal_B,NPCR_B (%),UACI_B (%),Entropy,Corr_Horizontal,Corr_Vertical,Corr_Diagonal,NPCR (%),UACI (%),Enc_Time (s),Dec_Time (s),HO_Time (s),Lossless
I04_04_01.png,high,0.000434,3.9899,0.01,594,2,7.99898,-0.00045,0.00067,-0.0001,99.24825,33.40906,7.99909,-0.0006,-0.00073,0.00073,99.26097,33.52452,7.99917,0.00072,-0.00033,-0.00246,99.24418,33.39379,7.99908,-0.00011,-0.00013,-0.00061,99.25113,33.44246,1.0325,1.2907,1369.17,True
I05_01_02.png,high,0.000375,3.99,0.00334,1917,106,7.99916,-0.00035,-0.00039,-0.00132,99.38253,33.52782,7.9992,0.00161,-0.00021,-9e-05,99.38965,33.39948,7.99909,-0.00011,0.00168,4e-05,99.41915,33.54336,7.99915,0.00038,0.00036,-0.00046,99.39711,33.49022,1.2833,1.3374,1621.33,True
I05_20_02.png,high,0.000452,3.78505,0.00272,500,193,7.99916,0.00231,-0.00037,-0.0,98.93901,33.41448,7.99896,0.00137,0.00104,-2e-05,98.90442,33.50593,7.99907,0.00033,0.00101,-0.00063,98.92273,33.47548,7.99906,0.00133,0.00056,-0.00022,98.92205,33.46529,1.2632,1.3491,1631.6,True
I08_18_01.png,high,0.000445,3.99,0.00735,2419,20,7.99896,-0.00036,-0.00136,-0.00159,98.77421,33.44709,7.99904,0.00036,0.00056,-0.00162,98.7498,33.35353,7.99911,0.00019,-0.00016,-0.00073,98.74674,33.43121,7.99904,6e-05,-0.00032,-0.00131,98.75692,33.41061,1.2591,1.2337,1634.28,True
I13_17_03.png,high,0.000454,3.99,0.00819,1243,64,7.999,-0.00048,-0.00099,-0.00029,98.73657,33.47161,7.99896,0.00099,3e-05,-0.00022,98.7442,33.50365,7.9991,0.00052,-0.00083,-0.00273,98.73047,33.38743,7.99902,0.00034,-0.0006,-0.00108,98.73708,33.45423,1.274,1.3153,1613.38,True
I15_19_02.png,high,0.000368,3.57,0.0,500,80,7.99909,0.00094,-0.0001,0.00034,99.16738,33.45803,7.99915,-6e-05,-0.00072,0.001,99.20146,33.46379,7.99902,0.00021,0.0004,-0.00181,99.2335,33.441,7.99909,0.00037,-0.00014,-0.00016,99.20078,33.45427,1.2221,1.3264,1608.45,True
I16_16_01.png,high,0.000357,3.59396,0.00648,2169,2,7.99907,-0.00069,-0.00031,0.00079,99.13788,33.47415,7.9991,-0.0014,0.00084,0.00057,99.11194,33.49121,7.99909,0.00018,-0.00055,7e-05,99.11245,33.44686,7.99909,-0.00064,-1e-05,0.00048,99.12075,33.47074,1.1929,1.233,1621.73,True
I16_18_05.png,high,0.000327,3.57,0.01,500,11,7.99906,-0.0006,-0.00056,0.0,98.79049,33.42958,7.99914,-0.00057,-0.00098,8e-05,98.8266,33.47561,7.99911,-0.00048,-0.0004,0.00119,98.77981,33.4769,7.9991,-0.00055,-0.00065,0.00042,98.79896,33.4607,1.1582,1.1637,1627.89,True
I21_06_02.png,high,0.000426,3.57,0.00955,2359,45,7.99904,0.00054,0.00084,0.00022,98.78387,33.46977,7.99907,-0.00044,-0.00134,0.00112,98.7559,33.53939,7.99897,0.00052,-0.00152,3e-05,98.78489,33.43505,7.99903,0.00021,-0.00068,0.00046,98.77489,33.4814,1.2497,1.293,1625.08,True
I26_04_01.png,high,0.000405,3.6669,0.00956,500,1,7.99915,-0.00038,0.00075,6e-05,99.14195,33.52092,7.99895,-0.00214,0.00199,-0.00028,99.14856,33.47856,7.99909,7e-05,0.00024,0.00034,99.08549,33.39846,7.99906,-0.00082,0.00099,4e-05,99.12533,33.46598,1.2317,1.3094,1633.77,True
I26_05_01.png,high,0.000367,3.99,0.00863,1922,105,7.99902,-0.00076,0.00132,-0.00073,99.06311,33.45267,7.99874,-0.00039,0.00015,-0.00032,99.06108,33.52473,7.99901,-0.00071,0.00071,0.00028,99.04378,33.39717,7.99892,-0.00062,0.00073,-0.00026,99.05599,33.45819,1.2579,1.2969,1598.04,True
I27_17_04.png,high,0.000466,3.99,0.00485,1826,112,7.99898,0.00012,0.00096,-0.00058,99.62006,33.38496,7.99907,0.00022,-0.00203,-0.00139,99.59564,33.41924,7.99916,0.00171,0.00019,0.00014,99.61802,33.44248,7.99907,0.00068,-0.00029,-0.00061,99.61124,33.41556,1.2478,1.2711,1615.02,True
I31_14_02.png,high,0.000409,3.99,0.00921,573,7,7.999,-3e-05,0.00133,0.00154,99.21926,33.43286,7.99905,0.00013,-0.00031,0.00163,99.17145,33.55137,7.99906,0.00016,0.00086,0.0003,99.1979,33.51221,7.99903,9e-05,0.00063,0.00116,99.1962,33.49882,1.2755,1.2984,1638.61,True
I39_10_02.png,high,0.00042,3.7436,0.00845,1845,243,7.99912,-0.00052,-0.00033,0.00063,99.37948,33.49995,7.99912,0.00153,0.00114,0.00109,99.39575,33.45201,7.9992,0.00018,-0.00016,0.00101,99.3693,33.37795,7.99915,0.0004,0.00022,0.00091,99.38151,33.44331,1.3143,1.2873,1622.05,True
I40_16_02.png,high,0.00044,3.84955,0.00625,1759,256,7.99899,0.00059,-0.00164,0.00057,98.77981,33.46852,7.99912,-0.00074,-0.00064,0.00052,98.76251,33.60033,7.99897,0.00149,0.00043,0.00021,98.77574,33.48558,7.99903,0.00045,-0.00061,0.00043,98.77268,33.51814,1.1804,1.3023,1626.08,True
