File Name,Category,Best_Fitness,Opt_r_min,Opt_eps,Opt_T0,Opt_Q,Entropy,Corr_Horizontal,Corr_Vertical,Corr_Diagonal,NPCR (%),UACI (%),Enc_Time (s),Dec_Time (s),HO_Time (s),Lossless
I24_25_05.png,medium,0.000205,3.98473,0.01517,1108,325,7.99908,-0.00016,-0.00039,0.00033,99.12364,33.42397,0.4242,0.413,517.2,True
