File Name,Category,Best_Fitness,Opt_r_min,Opt_eps,Opt_T0,Opt_Q,Entropy_R,Corr_Horizontal_R,Corr_Vertical_R,Corr_Diagonal_R,NPCR_R (%),UACI_R (%),Entropy_G,Corr_Horizontal_G,Corr_Vertical_G,Corr_Diagonal_G,NPCR_G (%),UACI_G (%),Entropy_B,Corr_Horizontal_B,Corr_Vertical_B,Corr_Diagonal_B,NPCR_B (%),UACI_B (%),Entropy,Corr_Horizontal,Corr_Vertical,Corr_Diagonal,NPCR (%),UACI (%),MSE_Dec,PSNR_Dec,Enc_Time (s),Dec_Time (s),HO_Time (s),Lossless
I80_18_02.png,high,0.000409,3.66553,0.00106,500,1,7.99896,-0.00071,-0.00038,0.00142,99.11702,33.45573,7.99911,0.0,-0.0016,-0.00029,99.09465,33.42461,7.99903,0.0013,-0.0002,-0.00037,99.06413,33.4382,7.99904,0.0002,-0.00073,0.00025,99.09193,33.43951,0.0,inf,0.4495,0.4289,537.61,True
I81_18_03.png,high,0.000435,3.99,0.00993,3000,255,7.99918,-0.0005,-5e-05,-0.00156,99.43848,33.4292,7.99887,-0.00091,-0.00156,-0.00029,99.45475,33.5449,7.99898,5e-05,-0.00027,0.00152,99.44407,33.45828,7.99901,-0.00045,-0.00063,-0.00011,99.44577,33.47746,0.0,inf,0.4116,0.4135,538.67,True
I01_25_05.png,medium,0.000353,3.99,0.00934,3000,46,7.99919,-0.00065,-0.00092,-0.00188,98.90391,33.46428,7.99909,-1e-05,-0.00072,0.00023,98.90849,33.43324,7.99896,-0.00023,0.00047,-0.0002,98.90594,33.38965,7.99908,-0.0003,-0.00039,-0.00061,98.90611,33.42906,0.0,inf,0.4326,0.4214,537.41,True
I02_14_02.png,medium,0.000412,3.87427,0.00569,2257,109,7.99912,0.00059,-0.00066,-0.00037,99.04734,33.49708,7.99904,0.00185,-0.00092,-0.00014,99.09007,33.4121,7.99899,0.00059,0.00053,-0.0007,99.10075,33.40594,7.99905,0.00101,-0.00035,-0.0004,99.07939,33.43837,0.0,inf,0.4496,0.4096,536.14,True
I04_14_03.png,medium,0.000313,3.60036,0.00378,659,31,7.99907,-0.0,0.001,0.00022,99.11855,33.45356,7.99917,-0.00047,-0.0002,-0.00064,99.14754,33.38255,7.99903,-0.00056,0.00065,-0.00085,99.10227,33.57999,7.99909,-0.00035,0.00048,-0.00042,99.12279,33.47203,0.0,inf,0.4145,0.43,538.48,True
I04_21_04.png,medium,0.000446,3.99,0.00509,1628,39,7.9991,0.00077,-0.00031,-0.00114,99.23808,33.43016,7.99914,-0.00043,0.00175,0.00108,99.25893,33.47978,7.99916,0.00115,4e-05,-0.00039,99.20553,33.54951,7.99913,0.0005,0.00049,-0.00015,99.23418,33.48649,0.0,inf,0.4173,0.4213,537.19,True
I05_13_02.png,medium,0.000403,3.57,3e-05,832,76,7.99921,-0.00046,0.00044,0.00055,99.31183,33.45645,7.99905,-0.00047,0.00097,7e-05,99.30725,33.49569,7.99897,-0.00103,0.00198,-0.00025,99.27368,33.43899,7.99908,-0.00065,0.00113,0.00012,99.29759,33.46371,0.0,inf,0.4231,0.4376,536.27,True
I06_11_04.png,medium,0.000467,3.99,0.00032,634,14,7.99915,-0.00036,0.00215,6e-05,99.38304,33.44289,7.99907,0.00127,0.00039,0.00122,99.37744,33.51014,7.99916,0.00032,0.00042,0.00124,99.3337,33.46171,7.99913,0.00041,0.00099,0.00084,99.36473,33.47158,0.0,inf,0.4269,0.4209,535.97,True
I09_02_01.png,medium,0.000364,3.6598,0.00841,961,1,7.99906,-0.00078,0.00043,-0.00073,98.92171,33.44182,7.99909,-0.00028,0.00029,0.00098,98.89018,33.48488,7.99902,-7e-05,-0.00137,-0.00056,98.93443,33.53083,7.99906,-0.00038,-0.00021,-0.0001,98.91544,33.48584,0.0,inf,0.4188,0.4286,538.43,True
I10_25_02.png,medium,0.000494,3.57,0.00546,695,162,7.99906,-0.0004,0.0003,0.00077,99.27266,33.46566,7.99913,-0.00159,0.00141,-0.00033,99.25232,33.42625,7.99909,0.00211,-0.00037,-0.00058,99.28385,33.49602,7.99909,4e-05,0.00045,-5e-05,99.26961,33.46264,0.0,inf,0.4103,0.4104,535.29,True
I19_25_05.png,medium,0.000497,3.99,0.00647,1976,153,7.9991,0.00122,-0.00053,-0.0004,98.99953,33.38951,7.99898,0.00079,0.00162,-0.00061,98.98529,33.49703,7.99901,-0.00068,0.00132,0.0007,98.99648,33.49874,7.99903,0.00044,0.00081,-0.00011,98.99377,33.46176,0.0,inf,0.4079,0.4249,535.27,True
I23_08_02.png,medium,0.000474,3.77326,0.0,1776,40,7.99906,0.00245,-0.00033,0.00026,99.22536,33.46388,7.99909,-6e-05,0.00177,-0.0001,99.24367,33.47373,7.99919,-8e-05,-0.00056,-0.00194,99.2218,33.4234,7.99911,0.00077,0.00029,-0.00059,99.23028,33.45367,0.0,inf,0.4167,0.4257,547.26,True
I24_25_05.png,medium,0.00045,3.99,0.00259,962,51,7.9989,-6e-05,0.00121,0.00099,99.01632,33.43581,7.99898,-0.00088,0.00153,-0.00015,99.05446,33.45835,7.99908,-0.00101,-0.00106,-7e-05,99.04582,33.51654,7.99899,-0.00065,0.00056,0.00026,99.03887,33.47023,0.0,inf,0.4369,0.4175,535.9,True
I32_05_02.png,medium,0.000499,3.99,0.00178,2187,169,7.99915,-0.00041,-0.00081,0.00024,99.06057,33.50668,7.99898,-0.00068,0.00081,-0.00138,99.05599,33.51819,7.99903,-0.00339,-8e-05,0.00012,99.09159,33.44039,7.99905,-0.00149,-3e-05,-0.00034,99.06938,33.48842,0.0,inf,0.4165,0.4114,537.19,True
I32_16_03.png,medium,0.000355,3.99,0.0,500,65,7.99899,-0.00088,9e-05,0.00033,99.2101,33.5111,7.9991,0.00038,0.00031,-0.00048,99.24011,33.46128,7.99907,0.00133,-0.00051,-0.00103,99.23503,33.44421,7.99905,0.00028,-4e-05,-0.00039,99.22841,33.4722,0.0,inf,0.4353,0.4008,536.32,True
I37_11_01.png,medium,0.000465,3.57,0.00544,1712,155,7.99897,0.00051,0.00084,0.0013,99.27266,33.52068,7.99915,0.00034,-0.001,-0.00034,99.30064,33.56198,7.999,0.00042,-0.00144,-0.0011,99.263,33.45492,7.99904,0.00042,-0.00053,-5e-05,99.27877,33.51253,0.0,inf,0.4192,0.4336,536.28,True
I44_07_01.png,medium,0.00046,3.71535,0.00607,1708,61,7.99899,0.00173,0.00029,0.00029,99.49849,33.39999,7.99896,0.00082,2e-05,0.00065,99.50002,33.44582,7.99922,-0.00046,-0.00203,-0.00092,99.47357,33.46009,7.99906,0.0007,-0.00057,1e-05,99.4907,33.4353,0.0,inf,0.411,0.417,535.95,True
I44_13_04.png,medium,0.000477,3.92178,0.00838,644,48,7.99902,0.00056,-0.00028,0.00131,98.77675,33.38815,7.99915,-0.00017,0.0008,0.00021,98.81795,33.49101,7.99922,0.00321,5e-05,0.00102,98.77523,33.39282,7.99913,0.0012,0.00019,0.00084,98.78998,33.42399,0.0,inf,0.4163,0.4069,536.9,True
I48_13_03.png,medium,0.000416,3.57841,0.00728,500,1,7.99893,-0.00097,-0.00012,0.00023,98.83372,33.55648,7.99912,-0.00064,-0.00118,0.00151,98.85559,33.40393,7.99903,-8e-05,-0.00141,-0.00026,98.83016,33.52031,7.99903,-0.00056,-0.0009,0.00049,98.83982,33.49358,0.0,inf,0.409,0.4057,536.46,True
I49_08_04.png,medium,0.000366,3.99,0.00784,3000,129,7.9989,0.00016,0.00065,0.00038,99.03463,33.45578,7.99902,0.00149,-0.00014,0.00033,99.06006,33.49535,7.99903,-0.00183,0.00034,0.00013,99.05294,33.40206,7.99898,-6e-05,0.00029,0.00028,99.04921,33.45106,0.0,inf,0.4188,0.4214,535.38,True
I53_21_03.png,medium,0.000331,3.6375,0.01,525,25,7.99908,0.00122,-0.00042,-0.00048,99.01683,33.51667,7.99904,8e-05,0.00062,0.00127,99.02191,33.59571,7.99914,-0.00032,2e-05,-0.0005,99.06616,33.58909,7.99909,0.00032,7e-05,0.0001,99.03497,33.56716,0.0,inf,0.4091,0.4236,535.8,True
